Date,Crop,Price_NIS_Ton,Demand_Ton
2020-03-11,Mothbeans,5216.51,1850
2020-03-18,Mothbeans,5220.16,1864
2020-03-25,Mothbeans,5014.92,1994
2020-04-01,Mothbeans,5225.96,1851
2020-04-08,Mothbeans,4969.69,2095
2020-04-15,Mothbeans,5053.03,1947
2020-04-22,Mothbeans,5181.53,1938
2020-04-29,Mothbeans,4971.87,2088
2020-05-06,Mothbeans,4779.34,2090
2020-05-13,Mothbeans,4985.4,2003
2020-05-20,Mothbeans,4816.28,2175
2020-05-27,Mothbeans,5135.06,2010
2020-06-03,Mothbeans,4514.41,2212
2020-06-10,Mothbeans,4752.94,2176
2020-06-17,Mothbeans,4592.53,2145
2020-06-24,Mothbeans,4872.21,1984
2020-07-01,Mothbeans,4425.78,2237
2020-07-08,Mothbeans,4339.91,2373
2020-07-15,Mothbeans,4333.54,2275
2020-07-22,Mothbeans,4535.48,2133
2020-07-29,Mothbeans,4631.86,2123
2020-08-05,Mothbeans,4374.5,2249
2020-08-12,Mothbeans,4202.87,2453
2020-08-19,Mothbeans,4236.25,2370
2020-08-26,Mothbeans,4375.16,2352
2020-09-02,Mothbeans,4247.2,2260
2020-09-09,Mothbeans,4245.06,2298
2020-09-16,Mothbeans,4210.46,2426
2020-09-23,Mothbeans,4215.79,2440
2020-09-30,Mothbeans,4011.44,2462
2020-10-07,Mothbeans,4359.21,2201
2020-10-14,Mothbeans,4191.36,2311
2020-10-21,Mothbeans,4364.21,2336
2020-10-28,Mothbeans,4312.43,2238
2020-11-04,Mothbeans,4254.62,2417
2020-11-11,Mothbeans,4269.8,2258
2020-11-18,Mothbeans,4448.71,2202
2020-11-25,Mothbeans,4484.29,2293
2020-12-02,Mothbeans,4872.42,2052
2020-12-09,Mothbeans,4554.89,2215
2020-12-16,Mothbeans,4547.29,2265
2020-12-23,Mothbeans,4690.36,2120
2020-12-30,Mothbeans,4626.83,2189
2021-01-06,Mothbeans,4851.27,2087
2021-01-13,Mothbeans,4878.57,1955
2021-01-20,Mothbeans,4898.2,2118
2021-01-27,Mothbeans,5089.25,1970
2021-02-03,Mothbeans,5052.33,2047
2021-02-10,Mothbeans,5044.44,1903
2021-02-17,Mothbeans,5079.58,1928
2021-02-24,Mothbeans,5130.74,1991
2021-03-03,Mothbeans,5234.02,1823
2021-03-10,Mothbeans,5224.34,1896
2021-03-17,Mothbeans,5134.4,1870
2021-03-24,Mothbeans,5355.25,1781
2021-03-31,Mothbeans,5155.92,1853
2021-04-07,Mothbeans,5040.88,2008
2021-04-14,Mothbeans,5203.16,1947
2021-04-21,Mothbeans,5157.54,2002
2021-04-28,Mothbeans,5247.03,1893
2021-05-05,Mothbeans,5008.41,2068
2021-05-12,Mothbeans,4936.76,1982
2021-05-19,Mothbeans,5004.57,2016
2021-05-26,Mothbeans,5118.26,1907
2021-06-02,Mothbeans,4587.36,2143
2021-06-09,Mothbeans,4577.86,2165
2021-06-16,Mothbeans,4823.78,1979
2021-06-23,Mothbeans,4690.35,2205
2021-06-30,Mothbeans,4512.4,2147
2021-07-07,Mothbeans,4500.78,2287
2021-07-14,Mothbeans,4248.63,2258
2021-07-21,Mothbeans,4530.3,2121
2021-07-28,Mothbeans,4550.64,2173
2021-08-04,Mothbeans,4193.92,2288
2021-08-11,Mothbeans,4173.74,2304
2021-08-18,Mothbeans,4200.86,2388
2021-08-25,Mothbeans,4169.23,2479
2021-09-01,Mothbeans,4013.84,2537
2021-09-08,Mothbeans,4195.97,2473
2021-09-15,Mothbeans,4091.09,2466
2021-09-22,Mothbeans,4138.76,2373
2021-09-29,Mothbeans,4241.56,2394
2021-10-06,Mothbeans,4114.12,2350
2021-10-13,Mothbeans,4195.77,2351
2021-10-20,Mothbeans,4357.48,2224
2021-10-27,Mothbeans,4143.48,2464
2021-11-03,Mothbeans,4619.4,2139
2021-11-10,Mothbeans,4387.5,2242
2021-11-17,Mothbeans,4539.41,2213
2021-11-24,Mothbeans,4389.46,2239
2021-12-01,Mothbeans,4700.26,2156
2021-12-08,Mothbeans,4502.64,2296
2021-12-15,Mothbeans,4764.36,2152
2021-12-22,Mothbeans,4805.84,2040
2021-12-29,Mothbeans,4548.47,2175
2022-01-05,Mothbeans,4929.29,2045
2022-01-12,Mothbeans,5116.5,1896
2022-01-19,Mothbeans,4891.17,2126
2022-01-26,Mothbeans,5078.35,2024
2022-02-02,Mothbeans,5313.59,1804
2022-02-09,Mothbeans,5247.36,1993
2022-02-16,Mothbeans,5040.48,1983
2022-02-23,Mothbeans,5102.3,1879
2022-03-02,Mothbeans,5272.24,1962
2022-03-09,Mothbeans,5146.06,1886
2022-03-16,Mothbeans,5054.55,1910
2022-03-23,Mothbeans,5206.17,1993
2022-03-30,Mothbeans,5327.87,1794
2022-04-06,Mothbeans,5290.25,1809
2022-04-13,Mothbeans,5028.7,1898
2022-04-20,Mothbeans,5075.48,1929
2022-04-27,Mothbeans,5111.45,1992
2022-05-04,Mothbeans,4747.28,2156
2022-05-11,Mothbeans,4845.88,2161
2022-05-18,Mothbeans,5099.9,1991
2022-05-25,Mothbeans,5002.1,1922
2022-06-01,Mothbeans,4692.35,2047
2022-06-08,Mothbeans,4788.18,2155
2022-06-15,Mothbeans,4713.82,2095
2022-06-22,Mothbeans,4641.01,2148
2022-06-29,Mothbeans,4639.17,2145
2022-07-06,Mothbeans,4361.28,2307
2022-07-13,Mothbeans,4618.9,2070
2022-07-20,Mothbeans,4477.71,2259
2022-07-27,Mothbeans,4576.08,2094
2022-08-03,Mothbeans,4146.97,2320
2022-08-10,Mothbeans,4053.55,2378
2022-08-17,Mothbeans,4440.34,2156
2022-08-24,Mothbeans,4235.73,2430
2022-08-31,Mothbeans,4369.44,2198
2022-09-07,Mothbeans,4260.84,2292
2022-09-14,Mothbeans,4151.81,2396
2022-09-21,Mothbeans,4192.29,2378
2022-09-28,Mothbeans,4134.92,2336
2022-10-05,Mothbeans,4119.38,2344
2022-10-12,Mothbeans,4379.7,2230
2022-10-19,Mothbeans,4383.83,2274
2022-10-26,Mothbeans,4142.45,2469
2022-11-02,Mothbeans,4492.87,2171
2022-11-09,Mothbeans,4510.53,2283
2022-11-16,Mothbeans,4244.09,2350
2022-11-23,Mothbeans,4238.03,2422
2022-11-30,Mothbeans,4582.95,2268
2022-12-07,Mothbeans,4498.03,2138
2022-12-14,Mothbeans,4809.63,2061
2022-12-21,Mothbeans,4881.16,1984
2022-12-28,Mothbeans,4690.5,2182
2023-01-04,Mothbeans,5129.86,1900
2023-01-11,Mothbeans,5022.32,2032
2023-01-18,Mothbeans,4880.08,1963
2023-01-25,Mothbeans,5064.87,1917
2023-02-01,Mothbeans,5005.08,2072
2023-02-08,Mothbeans,5044.85,1890
2023-02-15,Mothbeans,5082.41,2054
2023-02-22,Mothbeans,5204.51,2015
2023-03-01,Mothbeans,5154.5,1927
2023-03-08,Mothbeans,5270.6,1973
2023-03-15,Mothbeans,5064.44,2024
2023-03-22,Mothbeans,5245.67,1969
2023-03-29,Mothbeans,5367.33,1803
2023-04-05,Mothbeans,5250.22,1891
2023-04-12,Mothbeans,5144.98,1845
2023-04-19,Mothbeans,5092.0,2012
2023-04-26,Mothbeans,4932.64,1943
2023-05-03,Mothbeans,4948.14,2054
2023-05-10,Mothbeans,4986.94,2094
2023-05-17,Mothbeans,5068.9,2008
2023-05-24,Mothbeans,4954.51,2097
2023-05-31,Mothbeans,4753.57,2194
2023-06-07,Mothbeans,4515.46,2132
2023-06-14,Mothbeans,4653.93,2063
2023-06-21,Mothbeans,4524.29,2191
2023-06-28,Mothbeans,4551.79,2271
2023-07-05,Mothbeans,4400.24,2208
2023-07-12,Mothbeans,4274.26,2404
2023-07-19,Mothbeans,4439.81,2176
2023-07-26,Mothbeans,4249.5,2427
2023-08-02,Mothbeans,4435.9,2286
2023-08-09,Mothbeans,4206.4,2294
2023-08-16,Mothbeans,4451.27,2274
2023-08-23,Mothbeans,4125.93,2432
2023-08-30,Mothbeans,4056.45,2548
2023-09-06,Mothbeans,4153.46,2332
2023-09-13,Mothbeans,4158.94,2321
2023-09-20,Mothbeans,4347.21,2263
2023-09-27,Mothbeans,4074.31,2512
2023-10-04,Mothbeans,4233.31,2308
2023-10-11,Mothbeans,4352.32,2248
2023-10-18,Mothbeans,4189.04,2317
2023-10-25,Mothbeans,4153.58,2369
2023-11-01,Mothbeans,4258.98,2260
2023-11-08,Mothbeans,4331.82,2356
2023-11-15,Mothbeans,4505.7,2150
2023-11-22,Mothbeans,4236.4,2268
2023-11-29,Mothbeans,4307.19,2365
2023-12-06,Mothbeans,4827.07,2029
2023-12-13,Mothbeans,4651.85,2201
2023-12-20,Mothbeans,4726.22,2119
2023-12-27,Mothbeans,4658.49,2101
2024-01-03,Mothbeans,4903.59,2128
2024-01-10,Mothbeans,4746.68,2097
2024-01-17,Mothbeans,4995.02,2042
2024-01-24,Mothbeans,5002.1,2054
2024-01-31,Mothbeans,4797.99,2095
2024-02-07,Mothbeans,5119.38,1860
2024-02-14,Mothbeans,5280.35,1970
2024-02-21,Mothbeans,5246.46,1938
2024-02-28,Mothbeans,4987.19,1922
2024-03-06,Mothbeans,5232.18,1983
2024-03-13,Mothbeans,5293.34,1896
2024-03-20,Mothbeans,5187.17,2014
2024-03-27,Mothbeans,5079.53,1908
2024-04-03,Mothbeans,5136.89,1894
2024-04-10,Mothbeans,5239.2,1833
2024-04-17,Mothbeans,5144.38,1923
2024-04-24,Mothbeans,5226.97,1956
2024-05-01,Mothbeans,4759.68,2195
2024-05-08,Mothbeans,4968.01,1990
2024-05-15,Mothbeans,4818.09,2101
2024-05-22,Mothbeans,4848.63,2009
2024-05-29,Mothbeans,4777.8,2037
2024-06-05,Mothbeans,4864.64,1973
2024-06-12,Mothbeans,4670.45,2093
2024-06-19,Mothbeans,4696.2,2075
2024-06-26,Mothbeans,4726.86,2109
2024-07-03,Mothbeans,4497.59,2304
2024-07-10,Mothbeans,4398.19,2259
2024-07-17,Mothbeans,4345.94,2347
2024-07-24,Mothbeans,4341.85,2374
2024-07-31,Mothbeans,4391.11,2324
2024-08-07,Mothbeans,4081.53,2501
2024-08-14,Mothbeans,4219.52,2273
2024-08-21,Mothbeans,4218.1,2330
2024-08-28,Mothbeans,4256.96,2412
2024-09-04,Mothbeans,4038.27,2412
2024-09-11,Mothbeans,3989.82,2567
2024-09-18,Mothbeans,4207.53,2459
2024-09-25,Mothbeans,4130.83,2461
2024-10-02,Mothbeans,4387.2,2234
2024-10-09,Mothbeans,4126.05,2455
2024-10-16,Mothbeans,4105.4,2449
2024-10-23,Mothbeans,4091.17,2522
2024-10-30,Mothbeans,4292.97,2414
2024-11-06,Mothbeans,4393.11,2372
2024-11-13,Mothbeans,4283.69,2335
2024-11-20,Mothbeans,4335.07,2260
2024-11-27,Mothbeans,4576.81,2129
2024-12-04,Mothbeans,4772.44,2106
2024-12-11,Mothbeans,4734.94,2056
2024-12-18,Mothbeans,4568.26,2272
2024-12-25,Mothbeans,4592.06,2117
2020-01-01,Mungbean,4004.0,2474
2020-01-08,Mungbean,4332.39,2283
2020-01-15,Mungbean,4209.0,2390
2020-01-22,Mungbean,4218.47,2327
2020-01-29,Mungbean,4176.75,2468
2020-02-05,Mungbean,4426.86,2159
2020-02-12,Mungbean,4228.52,2323
2020-02-19,Mungbean,4368.68,2231
2020-02-26,Mungbean,4194.49,2443
2020-03-04,Mungbean,4511.42,2301
2020-03-11,Mungbean,4521.83,2289
2020-03-18,Mungbean,4326.66,2318
2020-03-25,Mungbean,4353.03,2376
2020-04-01,Mungbean,4272.79,2374
2020-04-08,Mungbean,4534.67,2200
2020-04-15,Mungbean,4227.03,2410
2020-04-22,Mungbean,4285.06,2325
2020-04-29,Mungbean,4390.78,2270
2020-05-06,Mungbean,4177.03,2456
2020-05-13,Mungbean,4225.67,2314
2020-05-20,Mungbean,4058.32,2512
2020-05-27,Mungbean,4124.64,2385
2020-06-03,Mungbean,3809.81,2569
2020-06-10,Mungbean,3895.04,2475
2020-06-17,Mungbean,3945.8,2584
2020-06-24,Mungbean,3902.04,2618
2020-07-01,Mungbean,3687.91,2697
2020-07-08,Mungbean,3862.68,2503
2020-07-15,Mungbean,3519.28,2808
2020-07-22,Mungbean,3605.44,2789
2020-07-29,Mungbean,3475.46,2781
2020-08-05,Mungbean,3327.66,2988
2020-08-12,Mungbean,3361.43,3037
2020-08-19,Mungbean,3434.93,2817
2020-08-26,Mungbean,3358.58,3052
2020-09-02,Mungbean,3257.33,2994
2020-09-09,Mungbean,3487.69,2813
2020-09-16,Mungbean,3587.49,2704
2020-09-23,Mungbean,3551.58,2909
2020-09-30,Mungbean,3395.51,2987
2020-10-07,Mungbean,3391.69,3032
2020-10-14,Mungbean,3449.88,2927
2020-10-21,Mungbean,3320.47,2956
2020-10-28,Mungbean,3480.76,2826
2020-11-04,Mungbean,3496.22,2785
2020-11-11,Mungbean,3704.28,2680
2020-11-18,Mungbean,3714.16,2723
2020-11-25,Mungbean,3517.82,2784
2020-12-02,Mungbean,3825.89,2664
2020-12-09,Mungbean,3796.24,2627
2020-12-16,Mungbean,3794.28,2549
2020-12-23,Mungbean,3992.83,2421
2020-12-30,Mungbean,3728.18,2664
2021-01-06,Mungbean,4195.3,2329
2021-01-13,Mungbean,4062.3,2415
2021-01-20,Mungbean,4218.56,2445
2021-01-27,Mungbean,4337.03,2396
2021-02-03,Mungbean,4166.13,2385
2021-02-10,Mungbean,4367.13,2207
2021-02-17,Mungbean,4393.96,2367
2021-02-24,Mungbean,4312.18,2323
2021-03-03,Mungbean,4395.28,2281
2021-03-10,Mungbean,4271.65,2427
2021-03-17,Mungbean,4515.75,2183
2021-03-24,Mungbean,4510.02,2167
2021-03-31,Mungbean,4552.69,2154
2021-04-07,Mungbean,4384.98,2200
2021-04-14,Mungbean,4259.16,2410
2021-04-21,Mungbean,4349.78,2321
2021-04-28,Mungbean,4177.13,2315
2021-05-05,Mungbean,4072.67,2405
2021-05-12,Mungbean,4194.85,2421
2021-05-19,Mungbean,4222.78,2336
2021-05-26,Mungbean,4172.19,2403
2021-06-02,Mungbean,3786.19,2631
2021-06-09,Mungbean,3890.13,2518
2021-06-16,Mungbean,3829.95,2537
2021-06-23,Mungbean,3742.17,2679
2021-06-30,Mungbean,3814.11,2583
2021-07-07,Mungbean,3652.19,2654
2021-07-14,Mungbean,3546.53,2773
2021-07-21,Mungbean,3794.26,2618
2021-07-28,Mungbean,3808.51,2594
2021-08-04,Mungbean,3491.9,2903
2021-08-11,Mungbean,3566.76,2736
2021-08-18,Mungbean,3322.16,3011
2021-08-25,Mungbean,3349.02,2963
2021-09-01,Mungbean,3551.48,2768
2021-09-08,Mungbean,3348.68,3077
2021-09-15,Mungbean,3479.73,2810
2021-09-22,Mungbean,3528.73,2834
2021-09-29,Mungbean,3459.57,2926
2021-10-06,Mungbean,3298.45,3044
2021-10-13,Mungbean,3550.68,2720
2021-10-20,Mungbean,3509.53,2873
2021-10-27,Mungbean,3544.64,2791
2021-11-03,Mungbean,3640.84,2798
2021-11-10,Mungbean,3857.9,2640
2021-11-17,Mungbean,3617.52,2742
2021-11-24,Mungbean,3780.53,2669
2021-12-01,Mungbean,4030.79,2557
2021-12-08,Mungbean,3923.23,2640
2021-12-15,Mungbean,3983.76,2522
2021-12-22,Mungbean,3883.78,2563
2021-12-29,Mungbean,3954.49,2481
2022-01-05,Mungbean,4077.08,2452
2022-01-12,Mungbean,4127.75,2519
2022-01-19,Mungbean,4107.12,2390
2022-01-26,Mungbean,4303.8,2305
2022-02-02,Mungbean,4232.72,2379
2022-02-09,Mungbean,4454.98,2251
2022-02-16,Mungbean,4520.14,2256
2022-02-23,Mungbean,4430.95,2300
2022-03-02,Mungbean,4419.56,2242
2022-03-09,Mungbean,4230.55,2377
2022-03-16,Mungbean,4396.01,2184
2022-03-23,Mungbean,4365.9,2311
2022-03-30,Mungbean,4221.62,2296
2022-04-06,Mungbean,4263.05,2286
2022-04-13,Mungbean,4188.43,2354
2022-04-20,Mungbean,4512.72,2118
2022-04-27,Mungbean,4433.95,2226
2022-05-04,Mungbean,4108.79,2523
2022-05-11,Mungbean,4016.59,2466
2022-05-18,Mungbean,4211.35,2359
2022-05-25,Mungbean,4182.12,2406
2022-06-01,Mungbean,4114.21,2380
2022-06-08,Mungbean,4065.39,2366
2022-06-15,Mungbean,3718.81,2675
2022-06-22,Mungbean,4039.44,2396
2022-06-29,Mungbean,3717.2,2763
2022-07-06,Mungbean,3758.16,2585
2022-07-13,Mungbean,3732.17,2740
2022-07-20,Mungbean,3861.6,2490
2022-07-27,Mungbean,3482.7,2897
2022-08-03,Mungbean,3522.55,2881
2022-08-10,Mungbean,3388.77,2889
2022-08-17,Mungbean,3658.42,2683
2022-08-24,Mungbean,3512.93,2909
2022-08-31,Mungbean,3535.76,2915
2022-09-07,Mungbean,3233.57,3048
2022-09-14,Mungbean,3463.2,2871
2022-09-21,Mungbean,3612.77,2795
2022-09-28,Mungbean,3274.23,3033
2022-10-05,Mungbean,3612.13,2807
2022-10-12,Mungbean,3287.48,3076
2022-10-19,Mungbean,3532.94,2897
2022-10-26,Mungbean,3348.37,3046
2022-11-02,Mungbean,3663.5,2654
2022-11-09,Mungbean,3506.92,2752
2022-11-16,Mungbean,3542.12,2801
2022-11-23,Mungbean,3605.73,2757
2022-11-30,Mungbean,3477.1,2911
2022-12-07,Mungbean,3974.11,2496
2022-12-14,Mungbean,3752.95,2630
2022-12-21,Mungbean,4019.11,2440
2022-12-28,Mungbean,4070.17,2368
2023-01-04,Mungbean,4050.74,2498
2023-01-11,Mungbean,4095.21,2505
2023-01-18,Mungbean,4026.58,2548
2023-01-25,Mungbean,3992.76,2436
2023-02-01,Mungbean,4393.79,2198
2023-02-08,Mungbean,4235.65,2362
2023-02-15,Mungbean,4518.63,2292
2023-02-22,Mungbean,4418.18,2244
2023-03-01,Mungbean,4479.53,2141
2023-03-08,Mungbean,4261.11,2441
2023-03-15,Mungbean,4367.97,2203
2023-03-22,Mungbean,4390.66,2335
2023-03-29,Mungbean,4337.69,2207
2023-04-05,Mungbean,4427.33,2283
2023-04-12,Mungbean,4519.82,2189
2023-04-19,Mungbean,4417.48,2174
2023-04-26,Mungbean,4419.04,2352
2023-05-03,Mungbean,4233.69,2403
2023-05-10,Mungbean,4002.44,2596
2023-05-17,Mungbean,4155.32,2384
2023-05-24,Mungbean,4299.26,2384
2023-05-31,Mungbean,4093.45,2457
2023-06-07,Mungbean,3975.04,2607
2023-06-14,Mungbean,4060.13,2529
2023-06-21,Mungbean,3965.76,2544
2023-06-28,Mungbean,3872.9,2549
2023-07-05,Mungbean,3732.2,2703
2023-07-12,Mungbean,3617.72,2842
2023-07-19,Mungbean,3766.69,2633
2023-07-26,Mungbean,3834.04,2596
2023-08-02,Mungbean,3557.17,2905
2023-08-09,Mungbean,3637.86,2650
2023-08-16,Mungbean,3487.38,2872
2023-08-23,Mungbean,3293.49,2998
2023-08-30,Mungbean,3297.39,3043
2023-09-06,Mungbean,3375.22,2961
2023-09-13,Mungbean,3502.12,2762
2023-09-20,Mungbean,3315.12,3103
2023-09-27,Mungbean,3477.72,2845
2023-10-04,Mungbean,3641.47,2657
2023-10-11,Mungbean,3430.46,2954
2023-10-18,Mungbean,3387.78,2857
2023-10-25,Mungbean,3380.52,2875
2023-11-01,Mungbean,3823.01,2620
2023-11-08,Mungbean,3722.44,2605
2023-11-15,Mungbean,3853.41,2582
2023-11-22,Mungbean,3605.7,2819
2023-11-29,Mungbean,3576.05,2838
2023-12-06,Mungbean,3999.56,2520
2023-12-13,Mungbean,3848.18,2572
2023-12-20,Mungbean,4045.12,2427
2023-12-27,Mungbean,4029.34,2571
2024-01-03,Mungbean,4080.92,2429
2024-01-10,Mungbean,4082.05,2406
2024-01-17,Mungbean,4098.08,2400
2024-01-24,Mungbean,4075.69,2471
2024-01-31,Mungbean,3980.41,2521
2024-02-07,Mungbean,4397.49,2330
2024-02-14,Mungbean,4253.18,2293
2024-02-21,Mungbean,4241.27,2272
2024-02-28,Mungbean,4153.25,2333
2024-03-06,Mungbean,4576.09,2270
2024-03-13,Mungbean,4405.86,2228
2024-03-20,Mungbean,4443.58,2231
2024-03-27,Mungbean,4350.86,2347
2024-04-03,Mungbean,4462.54,2278
2024-04-10,Mungbean,4239.39,2318
2024-04-17,Mungbean,4475.74,2261
2024-04-24,Mungbean,4472.71,2206
2024-05-01,Mungbean,4253.35,2417
2024-05-08,Mungbean,4017.62,2404
2024-05-15,Mungbean,4358.19,2317
2024-05-22,Mungbean,4253.1,2446
2024-05-29,Mungbean,4226.97,2357
2024-06-05,Mungbean,3813.5,2703
2024-06-12,Mungbean,4088.56,2434
2024-06-19,Mungbean,3845.3,2694
2024-06-26,Mungbean,3826.96,2679
2024-07-03,Mungbean,3506.39,2764
2024-07-10,Mungbean,3763.99,2615
2024-07-17,Mungbean,3758.67,2562
2024-07-24,Mungbean,3771.32,2709
2024-07-31,Mungbean,3476.16,2809
2024-08-07,Mungbean,3653.09,2752
2024-08-14,Mungbean,3507.52,2820
2024-08-21,Mungbean,3524.07,2839
2024-08-28,Mungbean,3423.97,2843
2024-09-04,Mungbean,3421.0,2943
2024-09-11,Mungbean,3507.93,2818
2024-09-18,Mungbean,3544.48,2876
2024-09-25,Mungbean,3445.46,2868
2024-10-02,Mungbean,3611.18,2729
2024-10-09,Mungbean,3584.64,2865
2024-10-16,Mungbean,3448.76,2955
2024-10-23,Mungbean,3648.01,2713
2024-10-30,Mungbean,3294.74,3019
2024-11-06,Mungbean,3504.1,2818
2024-11-13,Mungbean,3589.77,2792
2024-11-20,Mungbean,3662.98,2741
2024-11-27,Mungbean,3601.01,2695
2024-12-04,Mungbean,3794.0,2732
2024-12-11,Mungbean,3762.41,2592
2024-12-18,Mungbean,3802.64,2578
2024-12-25,Mungbean,4034.87,2411
2020-01-01,Blackgram,2585.43,3807
2020-01-08,Blackgram,2574.79,3939
2020-01-15,Blackgram,2219.93,4577
2020-01-22,Blackgram,2311.84,4332
2020-01-29,Blackgram,2488.99,4005
2020-02-05,Blackgram,2486.34,4117
2020-02-12,Blackgram,2469.01,4097
2020-02-19,Blackgram,2618.44,3841
2020-02-26,Blackgram,2561.9,3967
2020-03-04,Blackgram,2662.79,3765
2020-03-11,Blackgram,2527.41,3904
2020-03-18,Blackgram,2783.71,3522
2020-03-25,Blackgram,2500.15,4046
2020-04-01,Blackgram,2762.9,3592
2020-04-08,Blackgram,2611.62,3903
2020-04-15,Blackgram,2628.53,3816
2020-04-22,Blackgram,2465.61,4063
2020-04-29,Blackgram,2700.1,3725
2020-05-06,Blackgram,2327.33,4390
2020-05-13,Blackgram,2421.36,4071
2020-05-20,Blackgram,2412.26,4051
2020-05-27,Blackgram,2545.32,3868
2020-06-03,Blackgram,2130.42,4729
2020-06-10,Blackgram,2183.11,4644
2020-06-17,Blackgram,2102.1,4802
2020-06-24,Blackgram,2250.11,4489
2020-07-01,Blackgram,1720.93,5758
2020-07-08,Blackgram,1911.4,5139
2020-07-15,Blackgram,2077.99,4774
2020-07-22,Blackgram,2032.66,4852
2020-07-29,Blackgram,1768.97,5700
2020-08-05,Blackgram,1757.72,5647
2020-08-12,Blackgram,1631.86,6109
2020-08-19,Blackgram,1820.13,5495
2020-08-26,Blackgram,1727.68,5689
2020-09-02,Blackgram,1724.22,5780
2020-09-09,Blackgram,1582.25,6383
2020-09-16,Blackgram,1749.58,5755
2020-09-23,Blackgram,1467.72,6845
2020-09-30,Blackgram,1823.36,5570
2020-10-07,Blackgram,1858.44,5358
2020-10-14,Blackgram,1847.47,5343
2020-10-21,Blackgram,1765.09,5631
2020-10-28,Blackgram,1757.37,5789
2020-11-04,Blackgram,1877.6,5397
2020-11-11,Blackgram,2041.05,4947
2020-11-18,Blackgram,1995.9,5043
2020-11-25,Blackgram,1858.42,5307
2020-12-02,Blackgram,2031.05,4982
2020-12-09,Blackgram,2236.27,4558
2020-12-16,Blackgram,2304.81,4320
2020-12-23,Blackgram,2024.89,4957
2020-12-30,Blackgram,2334.83,4208
2021-01-06,Blackgram,2272.74,4426
2021-01-13,Blackgram,2470.41,4002
2021-01-20,Blackgram,2508.05,4078
2021-01-27,Blackgram,2563.8,3984
2021-02-03,Blackgram,2546.86,3978
2021-02-10,Blackgram,2411.64,4187
2021-02-17,Blackgram,2600.61,3778
2021-02-24,Blackgram,2524.07,4001
2021-03-03,Blackgram,2468.8,3963
2021-03-10,Blackgram,2822.25,3487
2021-03-17,Blackgram,2717.5,3723
2021-03-24,Blackgram,2782.62,3533
2021-03-31,Blackgram,2621.3,3818
2021-04-07,Blackgram,2703.75,3782
2021-04-14,Blackgram,2507.82,3943
2021-04-21,Blackgram,2724.63,3674
2021-04-28,Blackgram,2489.08,4013
2021-05-05,Blackgram,2566.89,3945
2021-05-12,Blackgram,2533.58,3993
2021-05-19,Blackgram,2279.21,4349
2021-05-26,Blackgram,2299.05,4328
2021-06-02,Blackgram,2271.66,4379
2021-06-09,Blackgram,1995.54,5095
2021-06-16,Blackgram,2048.98,4800
2021-06-23,Blackgram,2264.36,4320
2021-06-30,Blackgram,2051.78,4965
2021-07-07,Blackgram,1895.64,5183
2021-07-14,Blackgram,1826.85,5461
2021-07-21,Blackgram,1847.44,5339
2021-07-28,Blackgram,2009.31,4954
2021-08-04,Blackgram,1649.84,6017
2021-08-11,Blackgram,1606.29,6213
2021-08-18,Blackgram,1813.74,5610
2021-08-25,Blackgram,1583.99,6238
2021-09-01,Blackgram,1475.35,6741
2021-09-08,Blackgram,1777.96,5670
2021-09-15,Blackgram,1670.76,6011
2021-09-22,Blackgram,1635.15,6016
2021-09-29,Blackgram,1541.02,6425
2021-10-06,Blackgram,1881.45,5232
2021-10-13,Blackgram,1627.7,6130
2021-10-20,Blackgram,1847.39,5363
2021-10-27,Blackgram,1581.4,6353
2021-11-03,Blackgram,1946.46,5169
2021-11-10,Blackgram,1939.86,5167
2021-11-17,Blackgram,1751.92,5722
2021-11-24,Blackgram,2108.59,4672
2021-12-01,Blackgram,2273.19,4373
2021-12-08,Blackgram,2230.93,4391
2021-12-15,Blackgram,2270.47,4442
2021-12-22,Blackgram,2140.02,4659
2021-12-29,Blackgram,2239.41,4461
2022-01-05,Blackgram,2425.0,4159
2022-01-12,Blackgram,2324.73,4283
2022-01-19,Blackgram,2366.96,4235
2022-01-26,Blackgram,2478.31,4010
2022-02-02,Blackgram,2455.25,3992
2022-02-09,Blackgram,2423.62,4068
2022-02-16,Blackgram,2495.11,4096
2022-02-23,Blackgram,2706.78,3746
2022-03-02,Blackgram,2471.55,4139
2022-03-09,Blackgram,2509.41,3986
2022-03-16,Blackgram,2498.85,4045
2022-03-23,Blackgram,2492.88,3921
2022-03-30,Blackgram,2611.06,3874
2022-04-06,Blackgram,2590.45,3928
2022-04-13,Blackgram,2616.8,3899
2022-04-20,Blackgram,2422.69,4111
2022-04-27,Blackgram,2786.21,3539
2022-05-04,Blackgram,2257.99,4369
2022-05-11,Blackgram,2367.59,4299
2022-05-18,Blackgram,2459.57,4034
2022-05-25,Blackgram,2561.32,3825
2022-06-01,Blackgram,2115.3,4823
2022-06-08,Blackgram,1970.47,5099
2022-06-15,Blackgram,2211.48,4517
2022-06-22,Blackgram,2085.27,4816
2022-06-29,Blackgram,2281.86,4417
2022-07-06,Blackgram,1873.46,5282
2022-07-13,Blackgram,1818.14,5545
2022-07-20,Blackgram,1999.27,5027
2022-07-27,Blackgram,1973.51,5156
2022-08-03,Blackgram,1572.27,6263
2022-08-10,Blackgram,1890.37,5370
2022-08-17,Blackgram,1687.27,5909
2022-08-24,Blackgram,1725.51,5773
2022-08-31,Blackgram,1670.74,5893
2022-09-07,Blackgram,1558.54,6361
